avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
3.818,0.722,0.028,0.154,0.181,4.0,0.039,0.539,0.069,0.0,-1.0,0.875,benign
4.125,0.702,0.035,0.2,0.175,4.0,0.05,0.5,0.0,0.0,-1.0,0.88,spam
2.667,0.744,0.616,3.533,0.174,4.267,0.828,0.6,0.047,0.064,0.076,0.782,Defacement
3.25,0.873,0.725,7.546,0.096,9.091,0.83,0.773,0.249,0.398,0.077,0.801,spam
2.667,0.704,0.568,2.706,0.21,3.353,0.807,0.824,0.037,0.054,0.065,0.799,Defacement
4.533,0.774,0.019,0.118,0.16,4.824,0.024,0.824,0.057,-1.0,-1.0,0.827,Defacement
5.818,0.807,0.022,0.182,0.118,6.818,0.027,0.727,0.0,0.0,-1.0,0.947,benign
4.333,0.698,0.531,2.318,0.229,3.046,0.761,0.409,0.042,0.061,0.078,0.809,spam
5.7,0.795,0.024,0.2,0.121,6.6,0.03,0.7,0.072,0.102,-1.0,0.857,benign
6.143,0.69,0.028,0.133,0.211,3.267,0.041,0.533,0.324,0.818,-1.0,0.817,malware
4.5,0.512,0.049,0.1,0.488,1.05,0.095,0.35,0.0,0.0,-1.0,0.806,malware
2.667,0.773,0.673,4.111,0.164,4.722,0.871,0.833,0.091,0.119,0.135,0.867,Defacement
3.25,0.871,0.72,7.364,0.098,8.909,0.827,0.773,0.289,0.439,0.188,0.801,spam
5.143,0.754,0.035,0.286,0.123,6.143,0.047,0.714,0.0,0.0,-1.0,0.797,benign
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.747,malware
5.0,0.72,0.027,0.143,0.187,3.857,0.037,0.786,0.093,1.0,-1.0,0.887,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.025,0.071,-1.0,0.917,phishing
2.333,0.7,0.533,2.909,0.183,3.818,0.762,0.727,0.067,0.098,0.125,0.895,benign
7.0,0.554,0.036,0.111,0.321,1.722,0.065,0.5,0.036,0.105,-1.0,0.74,spam
4.286,0.813,0.022,0.2,0.11,7.4,0.027,0.7,0.055,0.0,-1.0,0.94,benign
3.25,0.643,0.238,1.25,0.191,3.375,0.37,1.0,0.191,0.191,0.4,0.917,Defacement
5.667,0.629,0.032,0.125,0.258,2.438,0.051,0.875,0.0,0.0,-1.0,0.875,Defacement
7.0,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1.0,0.958,malware
3.75,0.685,0.037,0.2,0.185,3.7,0.054,0.7,0.222,0.0,-1.0,1.0,benign
2.75,0.513,0.128,0.417,0.308,1.667,0.25,1.0,0.256,0.143,0.4,0.684,Defacement
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.075,0.214,-1.0,0.917,phishing
2.25,0.71,0.522,2.769,0.188,3.769,0.735,0.769,0.101,0.159,0.194,0.834,benign
3.333,0.667,0.035,0.167,0.211,3.167,0.053,0.833,0.07,0.108,-1.0,0.861,benign
3.455,0.6,0.025,0.08,0.313,1.92,0.042,0.6,0.0,0.0,-1.0,0.849,phishing
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.025,0.071,-1.0,0.917,phishing
5.833,0.707,0.035,0.222,0.155,4.556,0.049,0.667,0.0,0.0,-1.0,1.0,benign
3.5,0.671,0.425,1.824,0.233,2.882,0.633,0.706,0.137,0.233,0.323,0.845,spam
2.667,0.707,0.573,2.765,0.207,3.412,0.81,0.824,0.049,0.07,0.085,0.856,Defacement
3.267,0.781,0.024,0.182,0.134,5.818,0.031,0.727,0.098,0.0,-1.0,0.947,benign
5.5,0.761,0.03,0.222,0.134,5.667,0.039,0.667,0.06,0.089,-1.0,1.0,benign
7.333,0.679,0.018,0.071,0.257,2.643,0.027,0.786,0.211,0.0,-1.0,0.754,phishing
2.667,0.79,0.707,4.476,0.158,5.0,0.895,0.714,0.045,0.058,0.064,0.802,Defacement
2.667,0.833,0.77,6.091,0.126,6.591,0.924,0.546,0.035,0.042,0.045,0.829,Defacement
2.667,0.771,0.68,3.952,0.172,4.476,0.883,0.714,0.049,0.065,0.072,0.802,Defacement
16.0,0.493,0.029,0.071,0.406,1.214,0.059,0.286,0.275,0.594,-1.0,0.786,phishing
4.667,0.805,0.517,3.813,0.136,5.938,0.642,0.25,0.22,0.371,0.426,0.77,spam
4.286,0.529,0.029,0.08,0.368,1.44,0.056,0.72,0.0,0.0,-1.0,0.774,malware
2.667,0.797,0.717,4.714,0.152,5.238,0.9,0.524,0.036,0.046,0.051,0.78,Defacement
5.667,0.696,0.036,0.2,0.179,3.9,0.051,0.5,0.0,0.0,-1.0,0.88,spam
11.333,0.833,0.108,1.1,0.098,8.5,0.129,0.5,0.216,0.333,0.182,0.88,spam
3.167,0.5,0.042,0.118,0.354,1.412,0.083,0.588,0.0,0.0,-1.0,0.845,phishing
2.25,0.818,0.734,5.381,0.136,6.0,0.897,0.714,0.033,0.041,0.044,0.797,Defacement
1.0,0.618,0.527,2.071,0.255,2.429,0.853,0.5,0.018,0.0,0.035,0.798,phishing
3.857,0.55,0.033,0.1,0.333,1.65,0.061,0.65,0.0,0.0,-1.0,0.852,phishing
7.0,0.767,0.019,0.118,0.165,4.647,0.025,0.647,0.272,0.0,-1.0,0.759,phishing
4.769,0.833,0.022,0.25,0.089,9.375,0.027,0.625,0.067,0.0,-1.0,0.917,benign
4.8,0.793,0.543,3.706,0.147,5.412,0.685,0.353,0.233,0.338,0.429,0.874,spam
4.667,0.85,0.017,0.182,0.092,9.273,0.02,0.546,0.125,0.079,-1.0,0.895,benign
4.333,0.882,0.788,10.308,0.077,11.539,0.893,0.769,0.147,0.168,0.187,0.86,malware
2.833,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.065,0.125,-1.0,0.788,spam
4.286,0.474,0.026,0.061,0.434,1.091,0.056,0.333,0.04,0.2,-1.0,0.785,Defacement
5.75,0.688,0.026,0.118,0.221,3.118,0.038,0.529,0.442,0.81,-1.0,0.856,malware
5.0,0.847,0.024,0.333,0.071,12.0,0.028,0.667,0.106,0.0,-1.0,1.0,malware
3.5,0.785,0.557,4.4,0.127,6.2,0.71,0.5,0.076,0.071,0.091,0.88,spam
4.5,0.606,0.028,0.095,0.296,2.048,0.047,0.429,0.085,0.25,-1.0,0.81,benign
6.5,0.677,0.031,0.143,0.215,3.143,0.046,0.786,0.0,0.0,-1.0,0.925,malware
4.286,0.667,0.037,0.182,0.204,3.273,0.056,0.727,0.111,0.0,-1.0,0.895,Defacement
2.2,0.667,0.424,1.867,0.227,2.933,0.636,0.8,0.091,0.081,0.107,0.932,malware
2.667,0.708,0.594,2.714,0.219,3.238,0.838,0.524,0.021,0.03,0.035,0.75,Defacement
2.667,0.82,0.721,6.154,0.117,7.0,0.879,0.539,0.081,0.089,0.1,0.834,spam
5.539,0.808,0.019,0.154,0.125,6.462,0.024,0.769,0.096,0.061,-1.0,0.834,benign
7.0,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1.0,0.958,malware
4.2,0.446,0.036,0.083,0.429,1.042,0.08,0.625,0.0,0.0,-1.0,0.748,malware
4.333,0.525,0.034,0.095,0.356,1.476,0.065,0.476,0.085,0.286,-1.0,0.84,spam
2.667,0.652,0.528,1.958,0.27,2.417,0.81,0.5,0.045,0.07,0.085,0.816,Defacement
4.667,0.805,0.517,3.813,0.136,5.938,0.642,0.25,0.254,0.429,0.492,0.77,spam
3.4,0.447,0.043,0.105,0.404,1.105,0.095,0.632,0.0,0.0,-1.0,0.842,phishing
5.167,0.578,0.031,0.1,0.313,1.85,0.054,0.65,0.0,0.0,-1.0,0.797,phishing
2.833,0.468,0.043,0.111,0.383,1.222,0.091,0.444,0.0,-1.0,-1.0,0.697,phishing
2.5,0.52,0.36,1.059,0.34,1.529,0.692,0.588,0.16,0.421,0.444,0.816,phishing
3.833,0.509,0.036,0.1,0.364,1.4,0.071,0.45,0.109,0.0,-1.0,0.876,phishing
3.25,0.198,0.025,0.035,0.716,0.276,0.125,0.31,0.086,0.0,-1.0,0.757,phishing
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
2.75,0.728,0.583,2.857,0.204,3.571,0.8,0.381,0.039,0.057,0.067,0.875,Defacement
3.0,0.819,0.723,6.8,0.106,7.7,0.883,0.7,0.021,0.0,0.026,1.0,phishing
5.0,0.615,0.026,0.087,0.295,2.087,0.042,0.696,0.0,0.0,-1.0,0.813,malware
3.667,0.755,0.5,2.75,0.182,4.15,0.663,0.75,0.246,0.388,0.473,0.766,spam
3.2,0.731,0.462,2.571,0.18,4.071,0.632,0.714,0.077,0.0,0.0,0.784,malware
6.667,0.672,0.03,0.133,0.224,3.0,0.044,0.8,0.0,0.0,-1.0,0.885,benign
5.6,0.771,0.468,2.833,0.165,4.667,0.607,0.611,0.009,0.016,0.02,0.883,Defacement
3.0,0.407,0.074,0.222,0.333,1.222,0.182,0.444,0.0,0.0,-1.0,0.93,Defacement
4.8,0.438,0.031,0.069,0.453,0.966,0.071,0.31,0.047,0.2,-1.0,0.808,spam
3.25,0.635,0.039,0.167,0.231,2.75,0.061,0.75,0.019,0.0,-1.0,0.907,phishing
3.2,0.526,0.053,0.111,0.474,1.111,0.1,0.611,0.0,0.0,-1.0,0.767,malware
4.4,0.718,0.338,1.846,0.183,3.923,0.471,0.539,0.07,0.08,0.167,0.834,spam
2.5,0.971,0.953,48.533,0.02,49.467,0.981,0.667,0.153,0.159,0.161,0.864,spam
9.0,0.577,0.039,0.133,0.289,2.0,0.067,0.533,0.519,1.0,-1.0,0.817,phishing
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
4.0,0.68,0.04,0.125,0.32,2.125,0.059,0.813,0.0,0.0,-1.0,0.813,malware
5.0,0.648,0.037,0.167,0.222,2.917,0.057,0.75,0.148,1.0,-1.0,0.861,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.025,0.071,-1.0,0.917,phishing
8.0,0.413,0.018,0.035,0.523,0.79,0.044,0.281,0.211,0.688,-1.0,0.703,phishing
3.375,0.63,0.037,0.154,0.241,2.615,0.059,0.769,0.0,0.0,-1.0,0.958,benign
3.667,0.406,0.063,0.167,0.375,1.083,0.154,0.583,0.031,0.0,-1.0,0.907,spam
4.167,0.735,0.024,0.133,0.181,4.067,0.033,0.8,0.06,0.083,-1.0,0.898,benign
4.375,0.716,0.135,0.714,0.189,3.786,0.189,0.571,0.122,0.16,0.4,0.761,malware
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
3.875,0.656,0.25,0.923,0.271,2.423,0.381,0.462,0.0,0.0,0.0,0.824,malware
2.667,0.699,0.566,2.611,0.217,3.222,0.81,0.667,0.048,0.07,0.085,0.857,Defacement
3.667,0.771,0.576,3.192,0.181,4.269,0.748,0.5,0.215,0.551,0.07,0.791,spam
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.207,0.594,-1.0,0.728,phishing
1.333,0.143,0.048,0.069,0.691,0.207,0.333,0.793,0.0,0.0,-1.0,0.743,Defacement
6.0,0.856,0.022,0.333,0.067,12.833,0.026,0.667,0.1,0.0,-1.0,1.0,malware
2.8,0.529,0.059,0.222,0.265,2.0,0.111,0.667,0.059,0.167,-1.0,0.93,Defacement
4.5,0.6,0.036,0.133,0.273,2.2,0.061,0.8,0.0,0.0,-1.0,0.898,benign
6.5,0.73,0.324,1.846,0.176,4.154,0.444,0.846,0.081,0.136,0.0,0.818,benign
3.667,0.774,0.582,3.269,0.178,4.346,0.752,0.5,0.212,0.529,0.067,0.791,spam
4.333,0.723,0.031,0.182,0.169,4.273,0.043,0.455,0.108,0.162,-1.0,0.895,spam
3.8,0.489,0.043,0.118,0.362,1.353,0.087,0.353,0.106,0.5,-1.0,0.788,spam
4.833,0.784,0.023,0.167,0.136,5.75,0.029,0.75,0.125,0.082,-1.0,0.907,benign
4.143,0.583,0.033,0.111,0.3,1.944,0.057,0.611,0.0,0.0,-1.0,0.767,phishing
3.2,0.513,0.051,0.167,0.308,1.667,0.1,0.417,0.0,0.0,-1.0,0.861,phishing
14.0,0.728,0.025,0.133,0.185,3.933,0.034,0.533,0.321,0.379,-1.0,0.851,malware
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.368,0.048,0.07,0.085,0.842,Defacement
3.8,0.489,0.043,0.118,0.362,1.353,0.087,0.353,0.106,0.5,-1.0,0.788,spam
4.889,0.712,0.027,0.143,0.192,3.714,0.039,0.786,0.0,0.0,-1.0,0.925,malware
5.833,0.615,0.031,0.111,0.277,2.222,0.05,0.611,0.0,0.0,-1.0,0.814,malware
2.667,0.769,0.667,4.0,0.167,4.611,0.868,0.667,0.046,0.061,0.069,0.857,Defacement
5.75,0.542,0.042,0.133,0.313,1.733,0.077,0.667,0.0,0.0,-1.0,0.898,spam
2.667,0.452,0.191,0.5,0.381,1.188,0.421,0.375,0.048,0.111,0.25,0.832,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
8.0,0.413,0.018,0.035,0.523,0.79,0.044,0.281,0.193,0.625,-1.0,0.703,phishing
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.025,0.071,-1.0,0.917,phishing
4.4,0.756,0.427,2.692,0.159,4.769,0.565,0.539,0.098,0.115,0.2,0.834,spam
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.025,0.071,-1.0,0.917,phishing
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.895,0.048,0.07,0.085,0.792,Defacement
3.571,0.508,0.033,0.087,0.377,1.348,0.065,0.87,0.0,0.0,-1.0,0.813,phishing
4.133,0.844,0.022,0.286,0.078,10.857,0.026,0.571,0.056,0.0,-1.0,0.797,benign
5.5,0.889,0.017,0.333,0.051,17.333,0.019,0.667,0.077,0.0,-1.0,1.0,malware
3.5,0.747,0.519,3.154,0.165,4.539,0.695,0.539,0.076,0.086,0.122,0.834,spam
5.5,0.691,0.036,0.2,0.182,3.8,0.053,0.5,0.146,0.4,-1.0,0.88,spam
4.364,0.815,0.174,1.6,0.109,7.5,0.213,0.4,0.033,0.097,0.0,0.819,benign
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
3.0,0.741,0.553,3.133,0.177,4.2,0.746,0.333,0.047,0.07,0.085,0.804,Defacement
3.333,0.864,0.728,10.714,0.068,12.714,0.843,0.714,0.146,0.197,0.2,0.797,benign
3.786,0.825,0.025,0.286,0.088,9.429,0.03,0.714,0.138,-1.0,-1.0,0.898,benign
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.895,0.048,0.07,0.085,0.792,Defacement
1.0,0.681,0.609,2.8,0.217,3.133,0.894,0.533,0.058,0.0,0.0,0.817,malware
3.583,0.711,0.026,0.133,0.197,3.6,0.037,0.8,0.079,0.0,-1.0,0.864,benign
4.4,0.779,0.029,0.286,0.103,7.571,0.038,0.571,0.059,0.085,-1.0,0.797,benign
4.889,0.688,0.026,0.118,0.221,3.118,0.038,0.824,0.0,0.0,-1.0,0.885,benign
13.5,0.886,0.539,7.5,0.072,12.333,0.608,0.75,0.299,0.36,0.256,0.861,benign
5.0,0.747,0.023,0.133,0.172,4.333,0.031,0.8,0.23,1.0,-1.0,0.898,benign
3.667,0.804,0.637,4.115,0.155,5.192,0.793,0.5,0.238,0.493,0.087,0.791,spam
4.333,0.552,0.035,0.105,0.328,1.684,0.063,0.263,0.0,0.0,-1.0,0.774,phishing
4.0,0.585,0.049,0.2,0.244,2.4,0.083,0.7,0.049,0.083,-1.0,0.94,phishing
2.667,0.694,0.582,2.478,0.235,2.957,0.838,0.565,0.061,0.09,0.105,0.805,Defacement
4.5,0.623,0.038,0.167,0.226,2.75,0.061,0.75,0.0,0.0,-1.0,0.861,benign
3.429,0.566,0.038,0.125,0.302,1.875,0.067,0.625,0.0,0.0,-1.0,0.758,phishing
4.778,0.708,0.028,0.143,0.194,3.643,0.039,0.5,0.194,0.194,-1.0,0.836,malware
3.8,0.564,0.127,0.412,0.309,1.824,0.226,0.471,0.018,0.056,0.143,0.816,Defacement
2.667,0.841,0.766,6.938,0.11,7.625,0.91,0.563,0.062,0.074,0.081,0.832,Defacement
12.2,0.747,0.023,0.133,0.172,4.333,0.031,0.533,0.299,0.344,-1.0,0.851,malware
2.667,0.37,0.074,0.2,0.37,1.0,0.2,0.7,0.0,0.0,-1.0,0.797,Defacement
3.546,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.113,0.0,-1.0,0.873,benign
4.625,0.824,0.019,0.167,0.111,7.417,0.023,0.75,0.093,0.0,-1.0,1.0,benign
4.5,0.632,0.029,0.111,0.265,2.389,0.047,0.556,0.279,0.692,-1.0,0.857,malware
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
5.0,0.439,0.03,0.067,0.455,0.967,0.069,0.767,0.0,0.0,-1.0,0.781,phishing
4.4,0.677,0.242,1.154,0.21,3.231,0.357,0.539,0.065,0.073,0.2,0.834,spam
6.667,0.844,0.015,0.143,0.104,8.143,0.018,0.286,0.03,0.0,-1.0,0.822,phishing
3.0,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1.0,malware
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1.0,0.82,spam
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
3.667,0.805,0.639,4.154,0.154,5.231,0.794,0.5,0.195,0.392,0.087,0.791,spam
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
4.7,0.659,0.024,0.091,0.259,2.546,0.036,0.5,0.294,0.558,-1.0,0.801,malware
2.667,0.772,0.633,4.546,0.139,5.546,0.82,0.273,0.038,0.05,0.06,0.77,spam
2.75,0.806,0.667,5.143,0.13,6.214,0.828,0.429,0.019,0.024,0.028,0.798,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.5,0.73,0.59,2.95,0.2,3.65,0.808,0.65,0.09,0.13,0.153,0.821,Defacement
4.75,0.478,0.044,0.118,0.37,1.294,0.091,0.706,0.0,0.0,-1.0,0.856,spam
4.111,0.836,0.018,0.182,0.1,8.364,0.022,0.546,0.136,0.089,-1.0,0.895,benign
2.5,0.915,0.862,14.933,0.058,15.867,0.941,0.667,0.131,0.146,0.152,0.864,spam
2.75,0.704,0.493,2.5,0.197,3.571,0.7,0.357,0.014,0.022,0.029,0.836,Defacement
5.0,0.72,0.24,1.286,0.187,3.857,0.333,0.786,0.013,0.033,0.056,0.887,benign
2.75,0.769,0.645,3.714,0.174,4.429,0.839,0.381,0.033,0.046,0.051,0.875,Defacement
3.5,0.683,0.397,1.923,0.206,3.308,0.581,0.539,0.111,0.143,0.24,0.834,spam
2.75,0.703,0.539,2.45,0.22,3.2,0.766,0.7,0.066,0.102,0.122,0.783,Defacement
4.111,0.767,0.033,0.286,0.117,6.571,0.044,0.571,0.133,0.0,-1.0,1.0,benign
5.0,0.546,0.036,0.111,0.327,1.667,0.067,0.389,0.0,0.0,-1.0,0.793,phishing
4.222,0.677,0.029,0.133,0.221,3.067,0.044,0.467,0.221,0.29,-1.0,0.919,malware
2.667,0.732,0.619,3.158,0.196,3.737,0.845,0.684,0.052,0.071,0.083,0.808,Defacement
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.769,0.043,0.055,0.064,0.86,Defacement
12.667,0.672,0.033,0.154,0.213,3.154,0.049,0.539,0.295,0.563,-1.0,0.776,phishing
3.6,0.796,0.583,4.2,0.139,5.733,0.733,0.667,0.232,0.313,0.436,0.898,spam
1.0,0.777,0.723,4.857,0.149,5.214,0.932,0.5,0.021,0.05,0.0,0.798,phishing
6.0,0.607,0.036,0.133,0.268,2.267,0.059,0.8,0.321,0.667,-1.0,0.932,benign
2.667,0.625,0.51,1.69,0.302,2.069,0.817,0.897,0.063,0.102,0.122,0.745,Defacement
4.2,0.532,0.043,0.133,0.319,1.667,0.08,0.533,0.128,0.177,-1.0,0.885,Defacement
4.571,0.717,0.038,0.25,0.151,4.75,0.053,0.625,0.0,0.0,-1.0,0.917,benign
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.747,malware
4.625,0.677,0.031,0.143,0.215,3.143,0.046,0.857,0.062,0.0,-1.0,0.925,malware
3.8,0.489,0.043,0.118,0.362,1.353,0.087,0.353,0.106,0.5,-1.0,0.788,spam
2.667,0.825,0.728,6.385,0.114,7.231,0.883,0.539,0.079,0.086,0.096,0.834,spam
2.667,0.727,0.616,3.05,0.202,3.6,0.847,0.45,0.071,0.07,0.082,0.867,Defacement
4.909,0.727,0.023,0.118,0.193,3.765,0.031,0.471,0.023,0.0,-1.0,0.816,Defacement
3.0,0.3,0.04,0.071,0.56,0.536,0.133,0.393,0.0,0.0,-1.0,0.766,phishing
3.222,0.743,0.407,2.091,0.195,3.818,0.548,0.773,0.239,0.364,0.413,0.801,spam
2.667,0.681,0.528,2.375,0.222,3.063,0.776,0.375,0.042,0.063,0.079,0.777,Defacement
2.667,0.761,0.641,3.933,0.163,4.667,0.843,0.6,0.054,0.073,0.085,0.782,Defacement
5.769,0.813,0.019,0.154,0.122,6.692,0.023,0.769,0.365,0.528,-1.0,0.802,benign
2.75,0.746,0.034,0.25,0.136,5.5,0.046,0.625,0.0,0.0,-1.0,0.917,benign
2.667,0.6,0.443,1.476,0.3,2.0,0.738,0.524,0.029,0.049,0.065,0.78,Defacement
2.667,0.699,0.566,2.611,0.217,3.222,0.81,0.667,0.048,0.07,0.085,0.857,Defacement
4.727,0.677,0.022,0.087,0.247,2.739,0.032,0.696,0.0,0.0,-1.0,0.813,malware
2.909,0.671,0.057,0.25,0.229,2.938,0.085,0.688,0.114,0.0,0.0,0.844,spam
2.667,0.737,0.592,3.462,0.171,4.308,0.804,0.846,0.026,0.036,0.044,0.875,malware
1.75,0.268,0.049,0.087,0.561,0.478,0.182,0.565,0.0,0.0,-1.0,0.798,phishing
6.833,0.719,0.031,0.182,0.172,4.182,0.044,1.0,0.281,0.375,-1.0,0.823,malware
13.333,0.773,0.018,0.111,0.164,4.722,0.024,0.889,0.164,0.31,-1.0,0.787,malware
4.0,0.768,0.52,2.955,0.176,4.364,0.677,0.773,0.2,0.364,0.369,0.801,spam
7.0,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1.0,0.958,malware
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
8.833,0.821,0.2,1.9,0.105,7.8,0.244,0.5,0.053,0.122,0.263,0.88,spam
4.143,0.648,0.037,0.167,0.222,2.917,0.057,0.833,0.074,0.118,-1.0,0.861,benign
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
3.6,0.812,0.615,4.8,0.128,6.333,0.758,0.667,0.222,0.292,0.429,0.898,spam
3.667,0.771,0.576,3.192,0.181,4.269,0.748,0.5,0.215,0.551,0.07,0.791,spam
4.5,0.694,0.032,0.167,0.194,3.583,0.047,0.75,0.048,0.079,-1.0,1.0,benign
13.5,0.817,0.26,2.25,0.115,7.083,0.318,0.75,0.269,0.368,0.074,0.861,benign
6.0,0.814,0.016,0.118,0.132,6.177,0.019,0.824,0.0,0.0,-1.0,0.885,benign
5.5,0.7,0.44,1.913,0.23,3.044,0.629,0.652,0.16,0.222,0.273,0.87,spam
2.5,0.972,0.955,50.667,0.019,51.6,0.982,0.667,0.163,0.169,0.171,0.864,spam
4.375,0.483,0.023,0.053,0.437,1.105,0.048,0.816,0.0,0.0,-1.0,0.675,phishing
2.8,0.789,0.578,4.333,0.133,5.917,0.732,0.5,0.044,0.065,0.077,0.843,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.609,0.489,1.552,0.315,1.931,0.804,0.793,0.033,0.055,0.067,0.743,Defacement
7.333,0.742,0.03,0.2,0.152,4.9,0.041,0.4,0.349,0.81,-1.0,0.699,malware
3.333,0.308,0.051,0.1,0.513,0.6,0.167,0.85,0.0,0.0,-1.0,0.821,phishing
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
5.5,0.706,0.018,0.08,0.229,3.08,0.026,0.6,0.0,0.0,-1.0,0.785,Defacement
5.5,0.481,0.039,0.1,0.385,1.25,0.08,0.65,0.154,0.444,-1.0,0.769,phishing
29.0,0.851,0.014,0.143,0.099,8.571,0.017,0.357,0.121,0.136,-1.0,0.836,phishing
7.0,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1.0,0.958,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.747,malware
3.333,0.267,0.044,0.077,0.578,0.462,0.167,0.615,0.044,0.182,-1.0,0.779,spam
2.667,0.837,0.773,6.333,0.122,6.857,0.924,0.524,0.035,0.042,0.045,0.832,Defacement
3.933,0.851,0.023,0.333,0.069,12.333,0.027,0.667,0.184,-1.0,-1.0,1.0,malware
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
3.5,0.757,0.5,3.5,0.143,5.3,0.66,0.5,0.057,0.043,0.057,0.88,spam
2.667,0.794,0.716,4.591,0.156,5.091,0.902,0.546,0.036,0.045,0.05,0.829,Defacement
2.75,0.65,0.463,1.762,0.263,2.476,0.712,0.381,0.025,0.043,0.054,0.875,Defacement
4.0,0.654,0.039,0.182,0.212,3.091,0.059,0.727,0.115,0.0,-1.0,0.895,Defacement
10.75,0.603,0.026,0.083,0.308,1.958,0.043,0.708,0.269,0.656,-1.0,0.755,phishing
3.5,0.464,0.036,0.087,0.411,1.13,0.077,0.87,0.0,0.0,-1.0,0.851,phishing
11.0,0.667,0.028,0.118,0.236,2.824,0.042,0.647,0.417,0.656,-1.0,0.806,phishing
4.357,0.852,0.023,0.333,0.068,12.5,0.027,0.667,0.102,0.0,-1.0,1.0,malware
3.191,0.798,0.018,0.133,0.138,5.8,0.023,0.6,0.073,-1.0,-1.0,0.817,benign
3.5,0.77,0.611,3.632,0.168,4.579,0.793,0.632,0.044,0.063,0.073,0.743,Defacement
3.75,0.807,0.68,4.636,0.147,5.5,0.843,0.773,0.173,0.225,0.245,0.801,spam
4.143,0.574,0.033,0.105,0.312,1.842,0.057,0.684,0.016,0.0,-1.0,0.892,phishing
3.667,0.463,0.122,0.333,0.366,1.267,0.263,0.533,0.049,0.111,0.4,0.77,Defacement
3.833,0.731,0.026,0.143,0.18,4.071,0.035,0.786,0.051,0.078,-1.0,0.925,malware
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.05,0.143,-1.0,0.917,phishing
4.941,0.748,0.015,0.074,0.2,3.741,0.02,0.37,0.0,0.0,-1.0,0.764,phishing
4.524,0.779,0.013,0.077,0.175,4.462,0.017,0.885,0.0,0.0,-1.0,0.808,phishing
4.5,0.762,0.5,3.231,0.155,4.923,0.656,0.539,0.036,0.0,0.0,0.834,malware
